128.0,  1.0,  0.0,  8.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 64.0, 64.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 32.0,  4.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 16.0,  1.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 16.0, 64.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0,136.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  2.0,  1.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 10.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  2.0,  0.0,130.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 80.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0, 32.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0,136.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  2.0,  0.0,  0.0,130.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0, 64.0,128.0,  0.0, 16.0, 10.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0, 32.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  1.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0,  4.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  2.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0,  0.0,130.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  2.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  8.0, 64.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 96.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 65.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  6.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0,136.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,  0.0, 66.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 80.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,  2.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 16.0,  1.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0, 16.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0, 16.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 65.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 65.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 24.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 40.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 64.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 40.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  4.0, 32.0,128.0,  0.0, 17.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  8.0, 64.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 32.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 65.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  2.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 72.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,  0.0, 66.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 96.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0, 16.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0,  0.0, 66.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 64.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0,136.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 72.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0, 64.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 65.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 40.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 16.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 64.0,  4.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0,136.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  2.0,  0.0,  0.0,130.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0, 64.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  8.0,128.0,128.0,  2.0,  2.0,  0.0, 32.0,128.0,  0.0,136.0,  0.0, 64.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  6.0,  0.0,128.0,  2.0,  0.0, 10.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  4.0, 64.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0,136.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,  1.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 32.0, 32.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  0.0,136.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0, 64.0, 16.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 96.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  4.0, 64.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0,  0.0, 24.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 80.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,  2.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 40.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 80.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0,  0.0, 66.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 64.0, 40.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,  8.0, 16.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0, 10.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
128.0,  1.0,  0.0,  4.0,128.0,128.0,  2.0,  2.0,  2.0,  0.0,  8.0,  0.0,128.0,128.0,128.0,  8.0,  2.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  1.0,  0.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  2.0,  0.0, 64.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0,129.0,  8.0,  0.0,128.0,128.0,  2.0,  8.0,  2.0,  0.0,128.0,  4.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 66.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 68.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
  0.0, 96.0,  8.0,  0.0, 16.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  8.0,  2.0,  0.0,128.0, 32.0,  0.0,  0.0,  0.0
